,ticker,name,market,locale,primary_exchange,type,active,currency_name,cik,composite_figi,share_class_figi,last_updated_utc
0,A,Agilent Technologies Inc.,stocks,us,XNYS,CS,True,usd,0001090872,BBG000BWQYZ5,BBG001SCTQY4,2022-01-26T00:00:00Z
1,AA,Alcoa Corporation,stocks,us,XNYS,CS,True,usd,0001675149,BBG00B3T3HD3,BBG00B3T3HF1,2022-01-26T00:00:00Z
2,AAC,Ares Acquisition Corporation,stocks,us,XNYS,CS,True,usd,0001829432,,,2022-01-26T00:00:00Z
3,AACI,Armada Acquisition Corp. I Common Stock,stocks,us,XNAS,CS,True,usd,0001844817,BBG011XR7306,BBG011XR7315,2022-01-26T00:00:00Z
4,AADI,"Aadi Bioscience, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001422142,BBG002WN7DT2,BBG002WN7DV9,2022-01-26T00:00:00Z
5,AAIC,Arlington Asset Investment Corp.,stocks,us,XNYS,CS,True,usd,0001209028,BBG000BD1373,BBG001S6DRN4,2022-01-26T00:00:00Z
6,AAL,American Airlines Group Inc.,stocks,us,XNAS,CS,True,usd,0000006201,BBG005P7Q881,BBG005P7Q907,2022-01-26T00:00:00Z
7,AAMC,Altisource Asset Mgmt Corp,stocks,us,XASE,CS,True,usd,0001555074,BBG003PNL136,BBG003PNL145,2022-01-26T00:00:00Z
8,AAME,Atlantic American Corp,stocks,us,XNAS,CS,True,usd,0000008177,BBG000B9XB24,BBG001S5N8T1,2022-01-26T00:00:00Z
9,AAN,"The Aaron's Company, Inc.",stocks,us,XNYS,CS,True,usd,0001821393,BBG00WCNDCZ6,BBG00WCNDDH4,2022-01-26T00:00:00Z
10,AAOI,"Applied Optoelectronics, Inc.",stocks,us,XNAS,CS,True,usd,0001158114,BBG000D6VW15,BBG001SG47G4,2022-01-26T00:00:00Z
11,AAON,Aaon Inc,stocks,us,XNAS,CS,True,usd,0000824142,BBG000C2LZP3,BBG001S6CZK0,2022-01-26T00:00:00Z
12,AAP,ADVANCE AUTO PARTS INC,stocks,us,XNYS,CS,True,usd,0001158449,BBG000D64B66,BBG001SD2SB2,2022-01-26T00:00:00Z
13,AAPL,Apple Inc.,stocks,us,XNAS,CS,True,usd,0000320193,BBG000B9XRY4,BBG001S5N8V8,2022-01-26T00:00:00Z
14,AAQC,Accelerate Acquisition Corp.,stocks,us,XNYS,CS,True,usd,0001838883,BBG00ZJX1XB3,BBG00ZJX1XD1,2022-01-26T00:00:00Z
15,AAT,"AMERICAN ASSETS TRUST, INC.",stocks,us,XNYS,CS,True,usd,0001500217,BBG00161BCR0,BBG001TCBJS5,2022-01-26T00:00:00Z
16,AATC,Autoscope Technologies Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0000943034,BBG011MC2100,BBG011MC2119,2022-01-26T00:00:00Z
17,AAU,Almaden Minerals Ltd.,stocks,us,XASE,CS,True,usd,0001015647,BBG000DBZ8W9,BBG001S7VVD4,2022-01-26T00:00:00Z
18,AAWW,"Atlas Air Worldwide Holdings, Inc.",stocks,us,XNAS,CS,True,usd,0001135185,BBG000Q57YP0,BBG001SM7BG9,2022-01-26T00:00:00Z
19,AB,"AllianceBernstein Holding, L.P.",stocks,us,XNYS,CS,True,usd,0000825313,BBG000B9WM03,BBG001S5N9S0,2022-01-26T00:00:00Z
20,ABBV,ABBVIE INC.,stocks,us,XNYS,CS,True,usd,0001551152,BBG0025Y4RY4,BBG0025Y4RZ3,2022-01-26T00:00:00Z
21,ABC,AmerisourceBergen Corp.,stocks,us,XNYS,CS,True,usd,0001140859,BBG000GMF8Q1,BBG001S8X7P0,2022-01-26T00:00:00Z
22,ABCB,Ameris Bancorp,stocks,us,XNAS,CS,True,usd,0000351569,BBG000CDY3H5,BBG001S80PX7,2022-01-26T00:00:00Z
23,ABCL,AbCellera Biologics Inc. Common Shares,stocks,us,XNAS,CS,True,usd,0001703057,BBG00LLW2MF2,BBG00LLW2MH0,2022-01-26T00:00:00Z
24,ABEO,Abeona Therapeutics Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0000318306,BBG000DT5D52,BBG001S8T7K0,2022-01-26T00:00:00Z
25,ABG,"Asbury Automotive Group, Inc.",stocks,us,XNYS,CS,True,usd,0001144980,BBG000BKBC30,BBG001S9B5H5,2022-01-26T00:00:00Z
26,ABGI,ABG Acquisition Corp. I Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001833764,,,2022-01-26T00:00:00Z
27,ABIO,"ARCA biopharma, Inc.",stocks,us,XNAS,CS,True,usd,0000907654,BBG000BWNN28,BBG001SB1GL2,2022-01-26T00:00:00Z
28,ABM,"ABM Industries, Inc.",stocks,us,XNYS,CS,True,usd,0000771497,BBG000B9YYH7,BBG001S5N9B8,2022-01-26T00:00:00Z
29,ABMD,Abiomed Inc,stocks,us,XNAS,CS,True,usd,0000815094,BBG000C101X4,BBG001S64SQ9,2022-01-26T00:00:00Z
30,ABNB,"Airbnb, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001559720,BBG001Y2XS07,BBG001Y2XS16,2022-01-26T00:00:00Z
31,ABOS,"Acumen Pharmaceuticals, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001576885,BBG0058YJ317,BBG0058YJ326,2022-01-26T00:00:00Z
32,ABR,"Arbor Realty Trust, Inc.",stocks,us,XNYS,CS,True,usd,0001253986,BBG000KMVDV1,BBG001SJP3G4,2022-01-26T00:00:00Z
33,ABSI,Absci Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0001672688,BBG011N54CJ8,BBG011N54DC3,2022-01-26T00:00:00Z
34,ABST,Absolute Software Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0001071058,BBG000C15RW3,BBG001SD56D5,2022-01-26T00:00:00Z
35,ABT,Abbott Laboratories,stocks,us,XNYS,CS,True,usd,0000001800,BBG000B9ZXB4,BBG001S5N9M6,2022-01-26T00:00:00Z
36,ABTX,"Allegiance Bancshares, Inc.",stocks,us,XNAS,CS,True,usd,0001642081,BBG000BNYLL9,BBG001SQHRC8,2022-01-26T00:00:00Z
37,ABUS,Arbutus Biopharma Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0001447028,BBG000R8YZM3,BBG001S6RSK0,2022-01-26T00:00:00Z
38,ABVC,"ABVC BioPharma, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001173313,BBG000Q844Z2,BBG001SMCS49,2022-01-26T00:00:00Z
39,AC,"Associated Capital Group, Inc.",stocks,us,XNYS,CS,True,usd,0001642122,BBG008NZ8QC0,BBG008NZ8QB1,2022-01-26T00:00:00Z
40,ACA,"Arcosa, Inc. Common Stock",stocks,us,XNYS,CS,True,usd,0001739445,BBG00JGMWFM9,BBG00JGMWGB9,2022-01-26T00:00:00Z
41,ACAD,Acadia Pharmaceuticals Inc.,stocks,us,XNAS,CS,True,usd,0001070494,BBG000BHG9K0,BBG001SB06N3,2022-01-26T00:00:00Z
42,ACAH,Atlantic Coastal Acquisition Corp. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001836274,BBG00Z9FJV00,BBG00Z9FJVV6,2022-01-26T00:00:00Z
43,ACAQ,Athena Consumer Acquisition Corp.,stocks,us,XNYS,CS,True,usd,0001869141,BBG011Y74LF6,BBG011Y74LG5,2022-01-26T00:00:00Z
44,ACB,Aurora Cannabis Inc. Common Shares,stocks,us,XNAS,CS,True,usd,0001683541,BBG000RSS169,BBG001SV77D1,2022-01-26T00:00:00Z
45,ACBA,Ace Global Business Acquisition Limited Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001844389,,,2022-01-26T00:00:00Z
46,ACBI,"Atlantic Capital Bancshares, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001461755,BBG009XQG7V9,BBG009XQG8L8,2022-01-26T00:00:00Z
47,ACC,"American Campus Communities, Inc.",stocks,us,XNYS,CS,True,usd,0001283630,BBG000M9KP89,BBG001SKBD83,2022-01-26T00:00:00Z
48,ACCD,"Accolade, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001481646,BBG00S2L1Z00,BBG00S2L1ZR1,2022-01-26T00:00:00Z
49,ACCO,Acco Brands Corporation,stocks,us,XNYS,CS,True,usd,0000712034,BBG000J06K07,BBG001SPBTK3,2022-01-26T00:00:00Z
50,ACDI,Ascendant Digital Acquisition Corp. III,stocks,us,XNYS,CS,True,usd,0001850316,,,2022-01-26T00:00:00Z
51,ACEL,"Accel Entertainment, Inc.",stocks,us,XNYS,CS,True,usd,0001698991,BBG00GX221W3,BBG00GX221Z0,2022-01-26T00:00:00Z
52,ACER,Acer Therapeutics Inc. Common Stock (DE),stocks,us,XNAS,CS,True,usd,0001069308,BBG000BG5S59,BBG001S7Q351,2022-01-26T00:00:00Z
53,ACET,"Adicet Bio, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001720580,BBG00JCXSJP3,BBG00JCXSJQ2,2022-01-26T00:00:00Z
54,ACEV,ACE Convergence Acquisition Corp. Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001813658,,,2022-01-26T00:00:00Z
55,ACGL,Arch Capital Group Ltd,stocks,us,XNAS,CS,True,usd,0000947484,,,2022-01-26T00:00:00Z
56,ACHC,"Acadia Healthcare Company, Inc.",stocks,us,XNAS,CS,True,usd,0001520697,BBG000FPNN38,BBG001SNNWL7,2022-01-26T00:00:00Z
57,ACHR,Archer Aviation Inc.,stocks,us,XNYS,CS,True,usd,0001824502,BBG00XRTC910,BBG00XRTC929,2022-01-26T00:00:00Z
58,ACHV,"Achieve Life Sciences, Inc.",stocks,us,XNAS,CS,True,usd,0000949858,BBG000F9R3Q9,BBG001S8JF14,2022-01-26T00:00:00Z
59,ACI,"Albertsons Companies, Inc.",stocks,us,XNYS,CS,True,usd,0001646972,BBG009KG1750,BBG009KG1741,2022-01-26T00:00:00Z
60,ACII,Atlas Crest Investment Corp. II,stocks,us,XNYS,CS,True,usd,0001838614,BBG00Z47MJD2,BBG00Z47MJG9,2022-01-26T00:00:00Z
61,ACIU,AC Immune SA,stocks,us,XNAS,CS,True,usd,0001651625,,,2022-01-26T00:00:00Z
62,ACIW,"ACI Worldwide, Inc.",stocks,us,XNAS,CS,True,usd,0000935036,BBG000HYVZR5,BBG001S9KLL5,2022-01-26T00:00:00Z
63,ACLS,Axcelis Technologies Inc,stocks,us,XNAS,CS,True,usd,0001113232,BBG000DW34S2,BBG001SF8W86,2022-01-26T00:00:00Z
64,ACM,Aecom,stocks,us,XNYS,CS,True,usd,0000868857,BBG000F61RJ8,BBG001SKTTF1,2022-01-26T00:00:00Z
65,ACMR,"ACM Research, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001680062,BBG00HPSG933,BBG00HPSG942,2022-01-26T00:00:00Z
66,ACN,Accenture PLC,stocks,us,XNYS,CS,True,usd,0001467373,,,2022-01-26T00:00:00Z
67,ACNB,ACNB Corp,stocks,us,XNAS,CS,True,usd,0000715579,BBG000BJ2LY9,BBG001S6CVZ3,2022-01-26T00:00:00Z
68,ACOR,"Acorda Therapeutics, Inc.",stocks,us,XNAS,CS,True,usd,0001008848,BBG000DFGDV1,BBG001SH8359,2022-01-26T00:00:00Z
69,ACQR,Independence Holdings Corp. Class A Ordinary Share,stocks,us,XNAS,CS,True,usd,0001837393,,,2022-01-26T00:00:00Z
70,ACR,ACRES Commercial Realty Corp.,stocks,us,XNYS,CS,True,usd,0001332551,BBG000HK4RX6,BBG001SP6Y91,2022-01-26T00:00:00Z
71,ACRE,Ares Commercial Real Estate Corporation,stocks,us,XNYS,CS,True,usd,0001529377,BBG0022MMQB0,BBG0022MMR46,2022-01-26T00:00:00Z
72,ACRO,Acropolis Infrastructure Acquisition Corp.,stocks,us,XNYS,CS,True,usd,0001847891,BBG00ZTH7611,BBG00ZTH7620,2022-01-26T00:00:00Z
73,ACRS,"Aclaris Therapeutics, Inc.",stocks,us,XNAS,CS,True,usd,0001557746,BBG003LF0QR9,BBG003LF0QS8,2022-01-26T00:00:00Z
74,ACRX,"AcelRx Pharmaceuticals, Inc",stocks,us,XNAS,CS,True,usd,0001427925,BBG0018YYFX7,BBG001TFZCK5,2022-01-26T00:00:00Z
75,ACST,"Acasti Pharma, Inc.",stocks,us,XNAS,CS,True,usd,0001444192,BBG00182VCS3,BBG001SFYCM5,2022-01-26T00:00:00Z
76,ACT,"Enact Holdings, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001823529,BBG00WSNP4R3,BBG00WSNP4S2,2022-01-26T00:00:00Z
77,ACTD,ArcLight Clean Transition Corp. II Class A Ordinary Share,stocks,us,XNAS,CS,True,usd,0001842279,,,2022-01-26T00:00:00Z
78,ACTG,Acacia Research Corporation,stocks,us,XNAS,CS,True,usd,0000934549,BBG000KF9J02,BBG001SJLJT9,2022-01-26T00:00:00Z
79,ACU,Acme United Corporation,stocks,us,XASE,CS,True,usd,0000002098,BBG000BB3LM8,BBG001S5NCC0,2022-01-26T00:00:00Z
80,ACVA,ACV Auctions Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001637873,BBG00G5JGQ66,BBG00G5JGQ75,2022-01-26T00:00:00Z
81,ACXP,"Acurx Pharmaceuticals, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001736243,BBG01184DNJ4,BBG01184DNK2,2022-01-26T00:00:00Z
82,ACY,AeroCentury Corporation,stocks,us,XASE,CS,True,usd,0001036848,BBG000B9WP24,BBG001S5NCK1,2022-01-26T00:00:00Z
83,ADAL,Anthemis Digital Acquisitions I Corp Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001853928,,,2022-01-26T00:00:00Z
84,ADBE,Adobe Inc.,stocks,us,XNAS,CS,True,usd,0000796343,BBG000BB5006,BBG001S5NCQ5,2022-01-26T00:00:00Z
85,ADC,Agree Realty Corporation,stocks,us,XNYS,CS,True,usd,0000917251,BBG000BC9DK0,BBG001S6RY81,2022-01-26T00:00:00Z
86,ADCT,ADC Therapeutics SA,stocks,us,XNYS,CS,True,usd,0001771910,,,2022-01-26T00:00:00Z
87,ADER,26 Capital Acquisition Corp. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001822912,BBG00Z486423,BBG00Z486502,2022-01-26T00:00:00Z
88,ADES,"Advanced Emissions Solutions, Inc",stocks,us,XNAS,CS,True,usd,0001515156,BBG000BGVLJ0,BBG001S7XN59,2022-01-26T00:00:00Z
89,ADEX,Adit EdTech Acquisition Corp,stocks,us,XNYS,CS,True,usd,0001830029,BBG00YPSML05,BBG00YPSMLV1,2022-01-26T00:00:00Z
90,ADGI,"Adagio Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001832038,BBG00W4ML039,BBG00W4ML048,2022-01-26T00:00:00Z
91,ADI,"Analog Devices, Inc.",stocks,us,XNAS,CS,True,usd,0000006281,BBG000BB6G37,BBG001S5ND38,2022-01-26T00:00:00Z
92,ADIL,"Adial Pharmaceuticals, Inc",stocks,us,XNAS,CS,True,usd,0001513525,BBG00HNGDTR4,BBG00HNGDTS3,2022-01-26T00:00:00Z
93,ADM,Archer Daniels Midland Company,stocks,us,XNYS,CS,True,usd,0000007084,BBG000BB6WG8,BBG001S5ND74,2022-01-26T00:00:00Z
94,ADMA,"ADMA Biologics, Inc.",stocks,us,XNAS,CS,True,usd,0001368514,BBG002NCK5M5,BBG002NCK5N4,2022-01-26T00:00:00Z
95,ADMP,Adamis Pharmaceuticals Corporation,stocks,us,XNAS,CS,True,usd,0000887247,BBG000BYB544,BBG001S7DWV2,2022-01-26T00:00:00Z
96,ADN,"Advent Technologies Holdings, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001744494,BBG00MDV8X34,BBG00MDV8XV3,2022-01-26T00:00:00Z
97,ADNT,Adient plc Ordinary Shares,stocks,us,XNYS,CS,True,usd,0001670541,,,2022-01-26T00:00:00Z
98,ADOC,Edoc Acquisition Corp. Class A Ordinary Share,stocks,us,XNAS,CS,True,usd,0001824884,,,2022-01-26T00:00:00Z
99,ADP,Automatic Data Processing,stocks,us,XNAS,CS,True,usd,0000008670,BBG000GZ3B88,BBG001S82KF6,2022-01-26T00:00:00Z
100,ADPT,Adaptive Biotechnologies Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0001478320,BBG001J2PFF5,BBG001V0GG18,2022-01-26T00:00:00Z
101,ADRA,Adara Acquisition Corp.,stocks,us,XASE,CS,True,usd,0001823584,BBG00YB0X2R2,BBG00YB0X2S1,2022-01-26T00:00:00Z
102,ADS,Alliance Data Systems Corporation,stocks,us,XNYS,CS,True,usd,0001101215,BBG000BFNR17,BBG001S78Z50,2022-01-26T00:00:00Z
103,ADSE,ADS-TEC ENERGY PLC Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001879248,,,2022-01-26T00:00:00Z
104,ADSK,Autodesk Inc,stocks,us,XNAS,CS,True,usd,0000769397,BBG000BM7HL0,BBG001S5SCD4,2022-01-26T00:00:00Z
105,ADT,ADT Inc.,stocks,us,XNYS,CS,True,usd,0001703056,BBG000BP9WJ1,BBG001S6VGG6,2022-01-26T00:00:00Z
106,ADTH,"AdTheorent Holding Company, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001838672,BBG00Z4H6KP2,BBG00Z4H6LJ7,2022-01-26T00:00:00Z
107,ADTN,Adtran Inc,stocks,us,XNAS,CS,True,usd,0000926282,BBG000C4K3D4,BBG001S7Y2R0,2022-01-26T00:00:00Z
108,ADTX,"Aditxt, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001726711,BBG00RDV1WS5,BBG00RDV1WT4,2022-01-26T00:00:00Z
109,ADUS,Addus HomeCare Corp.,stocks,us,XNAS,CS,True,usd,0001468328,BBG000NJGX84,BBG001T56D18,2022-01-26T00:00:00Z
110,ADV,Advantage Solutions Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001776661,BBG00PPWZ8C7,BBG00PPWZ8G3,2022-01-26T00:00:00Z
111,ADVM,"Adverum Biotechnologies, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001501756,BBG006D9MR17,BBG006D9MR26,2022-01-26T00:00:00Z
112,AE,Adams Resources & Energy Inc.,stocks,us,XASE,CS,True,usd,0000002178,BBG000BB92C5,BBG001S5NDW6,2022-01-26T00:00:00Z
113,AEAC,Authentic Equity Acquisition Corp. Class A ordinary share,stocks,us,XNAS,CS,True,usd,0001827392,,,2022-01-26T00:00:00Z
114,AEAE,AltEnergy Acquisition Corp. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001852016,BBG0136JW4J0,BBG0136JW5C4,2022-01-26T00:00:00Z
115,AEE,Ameren Corporation,stocks,us,XNYS,CS,True,usd,0001002910,BBG000B9X8C0,BBG001S5NF24,2022-01-26T00:00:00Z
116,AEHA,Aesther Healthcare Acquisition Corp Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001869974,BBG011WXCRR6,BBG011WXCRT4,2022-01-26T00:00:00Z
117,AEHL,Antelope Enterprise Holdings Limited Common Stock (0.024 par),stocks,us,XNAS,CS,True,usd,0001470683,,,2022-01-26T00:00:00Z
118,AEHR,Aehr Test Systems,stocks,us,XNAS,CS,True,usd,0001040470,BBG000BWM083,BBG001SB1CS4,2022-01-26T00:00:00Z
119,AEI,Alset EHome International Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001750106,BBG000PZLNH2,BBG001SRKK73,2022-01-26T00:00:00Z
120,AEIS,Advanced Energy Industries Inc,stocks,us,XNAS,CS,True,usd,0000927003,BBG000FKMP26,BBG001S8L5Z6,2022-01-26T00:00:00Z
121,AEL,American Equity Investment Life Holding Company,stocks,us,XNYS,CS,True,usd,0001039828,BBG000BB6H99,BBG001S5T012,2022-01-26T00:00:00Z
122,AEM,Agnico Eagle Mines Ltd.,stocks,us,XNYS,CS,True,usd,0000002809,BBG000CZ8PQ6,BBG001S77MK3,2022-01-26T00:00:00Z
123,AEMD,AETHLON MEDICAL INC,stocks,us,XNAS,CS,True,usd,0000882291,BBG000L78XT8,BBG001SDDHJ6,2022-01-26T00:00:00Z
124,AEO,American Eagle Outfitters,stocks,us,XNYS,CS,True,usd,0000919012,BBG000BGXZB5,BBG001S7Q949,2022-01-26T00:00:00Z
125,AEP,"American Electric Power Company, Inc.",stocks,us,XNAS,CS,True,usd,0000004904,BBG000BB9KF2,BBG001S5NFD2,2022-01-26T00:00:00Z
126,AER,Aercap Holdings N.V.,stocks,us,XNYS,CS,True,usd,0001378789,,,2022-01-26T00:00:00Z
127,AERC,"AeroClean Technologies, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001872356,BBG013P0RX66,BBG013P0RY19,2022-01-26T00:00:00Z
128,AERI,"Aerie Pharmaceuticals, Inc.",stocks,us,XNAS,CS,True,usd,0001337553,BBG001KJ7WJ5,BBG001V0PF29,2022-01-26T00:00:00Z
129,AES,AES Corporation,stocks,us,XNYS,CS,True,usd,0000874761,BBG000C23KJ3,BBG001S6B1L5,2022-01-26T00:00:00Z
130,AESE,"Allied Esports Entertainment, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001708341,BBG00J2442Y1,BBG00J2443N1,2022-01-26T00:00:00Z
131,AEVA,"Aeva Technologies, Inc.",stocks,us,XNYS,CS,True,usd,0001789029,BBG00RK5L2N3,BBG00RK5L2P1,2022-01-26T00:00:00Z
132,AEY,"ADDvantage Technologies Group, Inc.",stocks,us,XNAS,CS,True,usd,0000874292,BBG000CFWHD5,BBG001S6VBQ6,2022-01-26T00:00:00Z
133,AEYE,"AudioEye, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001362190,BBG002ZQLQB6,BBG002ZQLQC5,2022-01-26T00:00:00Z
134,AEZS,"Aeterna Zentaris, Inc.",stocks,us,XNAS,CS,True,usd,0001113423,BBG000BG2GS3,BBG001S63T33,2022-01-26T00:00:00Z
135,AFAC,Arena Fortify Acquisition Corp. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001849489,BBG00ZVB7FG5,BBG00ZVB7GK8,2022-01-26T00:00:00Z
136,AFAQ,AF Acquisition Corp. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001841661,BBG00ZHS6LG2,BBG00ZHS6M98,2022-01-26T00:00:00Z
137,AFBI,"Affinity Bancshares, Inc. Common Stock (MD)",stocks,us,XNAS,CS,True,usd,0001823406,BBG00XH58W17,BBG00XH58WY1,2022-01-26T00:00:00Z
138,AFCG,"AFC Gamma, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001822523,BBG00YPSX4X5,BBG00YPSX5R9,2022-01-26T00:00:00Z
139,AFG,"American Financial Group, Inc.",stocks,us,XNYS,CS,True,usd,0001042046,BBG000DPKKK0,BBG001S8JK86,2022-01-26T00:00:00Z
140,AFI,"Armstrong Flooring, Inc.",stocks,us,XNYS,CS,True,usd,0001655075,BBG0085ZZXW3,BBG0085ZZXX2,2022-01-26T00:00:00Z
141,AFIB,"Acutus Medical, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001522860,BBG001YSZT60,BBG001YSZT79,2022-01-26T00:00:00Z
142,AFIN,"American Finance Trust, Inc. Class A",stocks,us,XNAS,CS,True,usd,0001568162,BBG004Z1PW11,BBG004Z1PW39,2022-01-26T00:00:00Z
143,AFL,Aflac Inc.,stocks,us,XNYS,CS,True,usd,0000004977,BBG000BBBNC6,BBG001S5NGJ4,2022-01-26T00:00:00Z
144,AFMD,Affimed N.V.,stocks,us,XNAS,CS,True,usd,0001608390,,,2022-01-26T00:00:00Z
145,AFRM,"Affirm Holdings, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001820953,BBG00Y7BP8Y1,BBG00Y7BP8Z0,2022-01-26T00:00:00Z
146,AFTR,AfterNext HealthTech Acquisition Corp.,stocks,us,XNYS,CS,True,usd,0001865975,,,2022-01-26T00:00:00Z
147,AFYA,Afya Limited Class A Common Shares,stocks,us,XNAS,CS,True,usd,0001771007,,,2022-01-26T00:00:00Z
148,AG,FIRST MAJESTIC SILVER CORP,stocks,us,XNYS,CS,True,usd,0001308648,BBG000CH7LR5,BBG001SGV444,2022-01-26T00:00:00Z
149,AGAC,African Gold Acquisition Corporation,stocks,us,XNYS,CS,True,usd,0001833909,,,2022-01-26T00:00:00Z
150,AGBA,AGBA Acquisition Limited Ordinary Share,stocks,us,XNAS,CS,True,usd,0001769624,,,2022-01-26T00:00:00Z
151,AGCB,Altimeter Growth Corp. 2,stocks,us,XNYS,CS,True,usd,0001830232,,,2022-01-26T00:00:00Z
152,AGCO,AGCO Corporation,stocks,us,XNYS,CS,True,usd,0000880266,BBG000DCCZW2,BBG001S7WHW3,2022-01-26T00:00:00Z
153,AGE,"AgeX Therapeutics, Inc.",stocks,us,XASE,CS,True,usd,0001708599,BBG00HCXQ7B0,BBG00HCXQ7C9,2022-01-26T00:00:00Z
154,AGEN,Agenus Inc.,stocks,us,XNAS,CS,True,usd,0001098972,BBG000C8SWQ9,BBG001SDV370,2022-01-26T00:00:00Z
155,AGFS,"AgroFresh Solutions, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001592016,BBG00699CVL2,BBG00699CWB1,2022-01-26T00:00:00Z
156,AGFY,Agrify Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0001800637,BBG00R295MM0,BBG00R295MQ6,2022-01-26T00:00:00Z
157,AGGR,Agile Growth Corp. Class A Ordinary Share,stocks,us,XNAS,CS,True,usd,0001842329,,,2022-01-26T00:00:00Z
158,AGI,Alamos Gold Inc. Class A Common Shares,stocks,us,XNYS,CS,True,usd,0001178819,BBG009HT65R1,BBG009HT65S0,2022-01-26T00:00:00Z
159,AGIL,"AgileThought, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001790625,BBG00QYKZB43,BBG00RCQNY45,2022-01-26T00:00:00Z
160,AGIO,"Agios Pharmaceuticals, Inc.",stocks,us,XNAS,CS,True,usd,0001439222,BBG000QY4ZD0,BBG001T8R687,2022-01-26T00:00:00Z
161,AGL,"agilon health, inc.",stocks,us,XNYS,CS,True,usd,0001831097,BBG00HCYVQQ4,BBG00HCYVQR3,2022-01-26T00:00:00Z
162,AGLE,"Aeglea BioTherapeutics, Inc.",stocks,us,XNAS,CS,True,usd,0001636282,BBG0067L94B2,BBG0067L94C1,2022-01-26T00:00:00Z
163,AGM,Federal Agricultural Mortgage Corporation,stocks,us,XNYS,CS,True,usd,0000845877,BBG000G8ZKY4,BBG001SCWNB2,2022-01-26T00:00:00Z
164,AGM.A,Federal Agricultural Mortgage Corporation Class A Voting,stocks,us,XNYS,CS,True,usd,0000845877,BBG000G8Y1Z6,BBG001SCWN95,2022-01-26T00:00:00Z
165,AGMH,AGM Group Holdings Inc. Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001705402,,,2022-01-26T00:00:00Z
166,AGNC,AGNC Investment Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001423689,BBG000TJ8XZ7,BBG001T074G2,2022-01-26T00:00:00Z
167,AGO,"Assured Guaranty, LTD",stocks,us,XNYS,CS,True,usd,0001273813,,,2022-01-26T00:00:00Z
168,AGR,"Avangrid, Inc.",stocks,us,XNYS,CS,True,usd,0001634997,BBG00B8NWRF5,BBG00B8NWRH3,2022-01-26T00:00:00Z
169,AGRI,AgriFORCE Growing Systems Ltd. Common Shares,stocks,us,XNAS,CS,True,usd,0001826397,,,2022-01-26T00:00:00Z
170,AGRO,ADECOAGRO S.A.,stocks,us,XNYS,CS,True,usd,0001499505,,,2022-01-26T00:00:00Z
171,AGRX,"Agile Therapeutics, Inc",stocks,us,XNAS,CS,True,usd,0001261249,BBG000PZHFB0,BBG001T90960,2022-01-26T00:00:00Z
